"","x"
"1331","RNF2"
"1332","TRMT1L"
"1333","SWT1"
"1334","IVNS1ABP"
"1335","AL078644.2"
"1336","TPR"
"1337","ODR4"
"1338","AL096803.2"
"1339","ERVMER61.1"
"1340","RGS18"
"1341","AL390957.1"
"1342","AL136987.1"
"1343","RGS1"
"1344","RGS13"
"1345","AL136454.1"
"1346","RGS2"
"1347","UCHL5"
"1348","RO60"
"1349","GLRX2"
"1350","CDC73"
"1351","B3GALT2"
"1352","CFH"
"1353","ASPM"
"1354","ZBTB41"
"1355","DENND1B"
"1356","C1orf53"
"1357","NEK7"
"1358","PTPRC"
"1359","MIR181A1HG"
"1360","LINC00862"
"1361","AC104461.1"
"1362","ZNF281"
"1363","KIF14"
"1364","DDX59"
"1365","DDX59.AS1"
"1366","CAMSAP2"
"1367","INAVA"
"1368","KIF21B"
"1369","AL358473.2"
"1370","TMEM9"
"1371","PHLDA3"
"1372","CSRP1"
"1373","AC096677.1"
"1374","NAV1"
"1375","IPO9.AS1"
"1376","IPO9"
"1377","SHISA4"
"1378","TIMM17A"
"1379","RNPEP"
"1380","ELF3.AS1"
"1381","ELF3"
"1382","ARL8A"
"1383","PTPN7"
"1384","UBE2T"
"1385","PPP1R12B"
"1386","KDM5B"
"1387","PCAT6"
"1388","RABIF"
"1389","KLHL12"
"1390","ADIPOR1"
"1391","CYB5R1"
"1392","TMEM183A"
"1393","CHIT1"
"1394","LINC01353"
"1395","LINC01136"
"1396","BTG2"
"1397","PRELP"
"1398","ATP2B4"
"1399","LAX1"
"1400","ZC3H11A"
"1401","ZBED6"
"1402","SNRPE"
"1403","SOX13"
"1404","PPP1R15B"
"1405","PIK3C2B"
"1406","MDM4"
"1407","AL512306.3"
"1408","LRRN2"
"1409","AL512306.2"
"1410","NFASC"
"1411","CNTN2"
"1412","TMEM81"
"1413","RBBP5"
"1414","DSTYK"
"1415","TMCC2"
"1416","NUAK2"
"1417","KLHDC8A"
"1418","LEMD1.DT"
"1419","CDK18"
"1420","MFSD4A"
"1421","ELK4"
"1422","NUCKS1"
"1423","RAB29"
"1424","SLC41A1"
"1425","AC119673.2"
"1426","PM20D1"
"1427","RHEX"
"1428","FAM72A"
"1429","SRGAP2"
"1430","IKBKE"
"1431","RASSF5"
"1432","EIF2D"
"1433","AL591846.2"
"1434","DYRK3"
"1435","MAPKAPK2"
"1436","IL10"
"1437","IL19"
"1438","IL24"
"1439","FCMR"
"1440","PFKFB2"
"1441","YOD1"
"1442","C4BPB"
"1443","CD55"
"1444","CR2"
"1445","CR1"
"1446","CD46"
"1447","MIR29B2CHG"
"1448","PLXNA2"
"1449","AC092810.4"
"1450","HSD11B1.AS1"
"1451","G0S2"
"1452","TRAF3IP3"
"1453","C1orf74"
"1454","IRF6"
"1455","UTP25"
"1456","SERTAD4.AS1"
"1457","HHAT"
"1458","RCOR3"
"1459","TRAF5"
"1460","LINC00467"
"1461","SLC30A1"
"1462","NEK2"
"1463","LPGAT1"
"1464","INTS7"
"1465","DTL"
"1466","LINC02608"
"1467","PPP2R5A"
"1468","PACC1"
"1469","NENF"
"1470","AC092803.1"
"1471","ATF3"
"1472","NSL1"
"1473","TATDN3"
"1474","SPATA45"
"1475","FLVCR1.DT"
"1476","FLVCR1"
"1477","VASH2"
"1478","ANGEL2"
"1479","RPS6KC1"
"1480","SMYD2"
"1481","PTPN14"
"1482","CENPF"
"1483","KCTD3"
"1484","GPATCH2"
"1485","RRP15"
"1486","LYPLAL1.DT"
"1487","LYPLAL1"
"1488","AC096642.1"
"1489","ZC3H11B"
"1490","EPRS"
"1491","BPNT1"
"1492","IARS2"
"1493","RAB3GAP2"
"1494","MARK1"
"1495","C1orf115"
"1496","MARC2"
"1497","MARC1"
"1498","HLX"
"1499","DUSP10"
"1500","AL513314.2"
"1501","TAF1A"
"1502","TAF1A.AS1"
"1503","MIA3"
"1504","AL592148.3"
"1505","AIDA"
"1506","BROX"
"1507","FAM177B"
"1508","AL392172.2"
"1509","AL392172.1"
"1510","DISP1"
"1511","CAPN2"
"1512","TP53BP2"
"1513","FBXO28"
"1514","DEGS1"
"1515","NVL"
"1516","CNIH4"
"1517","WDR26"
"1518","CNIH3"
"1519","DNAH14"
"1520","LBR"
"1521","LINC02765"
"1522","ENAH"
"1523","SRP9"
"1524","EPHX1"
"1525","AL591895.1"
"1526","TMEM63A"
"1527","PYCR2"
"1528","LEFTY2"
"1529","SDE2"
"1530","AL512343.2"
"1531","H3F3A"
"1532","LINC01703"
"1533","ACBD3"
"1534","ACBD3.AS1"
"1535","MIXL1"
"1536","LIN9"
"1537","PARP1"
"1538","ITPKB"
"1539","ITPKB.AS1"
"1540","PSEN2"
"1541","COQ8A"
"1542","LINC01641"
"1543","ZNF678"
"1544","SNAP47"
"1545","JMJD4"
"1546","ARF1"
"1547","C1orf35"
"1548","MRPL55"
"1549","GUK1"
"1550","IBA57"
"1551","OBSCN.AS1"
"1552","OBSCN"
"1553","AL353593.1"
"1554","TRIM11"
"1555","HIST3H2A"
"1556","HIST3H2BB"
"1557","RNF187"
"1558","RHOU"
"1559","TMEM78"
"1560","AL162595.1"
"1561","RAB4A"
"1562","CCSAP"
"1563","NUP133"
"1564","ABCB10"
"1565","TAF5L"
"1566","URB2"
"1567","GALNT2"
"1568","PGBD5"
"1569","COG2"
"1570","AL158214.2"
"1571","C1orf198"
"1572","TTC13"
"1573","ARV1"
"1574","FAM89A"
"1575","C1orf131"
"1576","GNPAT"
"1577","EXOC8"
"1578","SPRTN"
"1579","EGLN1"
"1580","AL445524.1"
"1581","TSNAX"
"1582","LINC00582"
"1583","DISC1"
"1584","AL136171.2"
"1585","MAP10"
"1586","NTPCR"
"1587","PCNX2"
"1588","MAP3K21"
"1589","KCNK1"
"1590","COA6.AS1"
"1591","COA6"
"1592","TARBP1"
"1593","IRF2BP2"
"1594","AL160408.2"
"1595","TOMM20"
"1596","RBM34"
"1597","ARID4B"
"1598","GGPS1"
"1599","TBCE"
"1600","TBCE.1"
"1601","B3GALNT2"
"1602","LYST"
"1603","GPR137B"
"1604","ERO1B"
"1605","EDARADD"
"1606","LGALS8"
"1607","AL359921.2"
"1608","HEATR1"
"1609","MTR"
"1610","MTRNR2L11"
"1611","AC093426.1"
"1612","AL359764.2"
"1613","FH"
"1614","KMO"
"1615","OPN3"
"1616","CHML"
"1617","AL133390.1"
"1618","WDR64"
"1619","EXO1"
"1620","CEP170"
"1621","SDCCAG8"
"1622","AKT3"
"1623","ZBTB18"
"1624","ADSS"
"1625","CATSPERE"
"1626","DESI2"
"1627","BX323046.2"
"1628","COX20"
"1629","HNRNPU"
"1630","AL356512.1"
"1631","EFCAB2"
"1632","SMYD3"
"1633","TFB2M"
"1634","CNST"
"1635","AL591623.1"
"1636","SCCPDH"
"1637","LINC01341"
"1638","AHCTF1"
"1639","ZNF695"
"1640","ZNF670"
"1641","ZNF669"
"1642","ZNF124"
"1643","AL390728.6"
"1644","AL390728.5"
"1645","ZNF496"
"1646","OR2B11"
"1647","TRIM58"
"1648","OR2G6"
"1649","SH3BP5L"
"1650","ZNF672"
"1651","ZNF692"
"1652","PGBD2"
"1653","SH3YL1"
"1654","ACP1"
"1655","AC079779.2"
"1656","TMEM18"
"1657","AC092159.2"
"1658","AC144450.1"
"1659","PXDN"
"1660","MYT1L"
"1661","EIPR1"
"1662","TRAPPC12"
"1663","ADI1"
"1664","AC231981.1"
"1665","AC108488.1"
"1666","RNASEH1"
"1667","RNASEH1.AS1"
"1668","AC108488.3"
"1669","RPS7"
"1670","SILC1"
"1671","CMPK2"
"1672","RSAD2"
"1673","RNF144A.AS1"
"1674","RNF144A"
"1675","LINC00299"
"1676","LINC01814"
"1677","ID2"
"1678","KIDINS220"
"1679","MBOAT2"
"1680","ITGB1BP1"
"1681","CPSF3"
"1682","IAH1"
"1683","ADAM17"
"1684","AC073195.1"
"1685","YWHAQ"
"1686","TAF1B"
"1687","AC010969.2"
"1688","GRHL1"
"1689","AC104794.3"
"1690","KLF11"
"1691","CYS1"
"1692","RRM2"
"1693","AC007240.3"
"1694","HPCAL1"
"1695","ODC1"
"1696","ODC1.DT"
"1697","NOL10"
"1698","RN7SL832P"
"1699","ATP6V1C2"
"1700","AC092687.3"
"1701","PDIA6"
"1702","AC062028.1"
"1703","SLC66A3"
"1704","ROCK2"
"1705","E2F6"
"1706","GREB1"
"1707","LPIN1"
"1708","MIR3681HG"
"1709","TRIB2"
"1710","LINC00276"
"1711","NBAS"
"1712","DDX1"
"1713","GACAT3"
"1714","FAM49A"
"1715","SMC6"
"1716","GEN1"
"1717","RDH14"
"1718","LINC01376"
"1719","LINC00954"
"1720","TTC32"
"1721","AC013400.1"
"1722","WDR35"
"1723","LAPTM4A"
"1724","SDC1"
"1725","PUM2"
"1726","RHOB"
"1727","HS1BP3"
"1728","GDF7"
"1729","AC012065.4"
"1730","LDAH"
"1731","TDRD15"
"1732","AC018742.1"
"1733","AC011752.1"
"1734","KLHL29"
"1735","ATAD2B"
"1736","UBXN2A"
"1737","MFSD2B"
"1738","WDCP"
"1739","FKBP1B"
"1740","SF3B6"
"1741","FAM228B"
"1742","TP53I3"
"1743","PFN4"
"1744","FAM228A"
"1745","ITSN2"
"1746","AC009228.1"
"1747","NCOA1"
"1748","PTRHD1"
"1749","CENPO"
"1750","ADCY3"
"1751","DNAJC27"
"1752","DNAJC27.AS1"
"1753","POMC"
"1754","DNMT3A"
"1755","DTNB"
"1756","AC104699.1"
"1757","ASXL2"
"1758","KIF3C"
"1759","RAB10"
"1760","GAREM2"
"1761","HADHA"
"1762","HADHB"
"1763","AC010896.1"
"1764","ADGRF3"
"1765","SELENOI"
"1766","SLC35F6"
"1767","CENPA"
"1768","MAPRE3"
"1769","TMEM214"
"1770","AGBL5"
"1771","AC013403.2"
"1772","OST4"
"1773","KHK"
"1774","CGREF1"
"1775","ABHD1"
"1776","PREB"
"1777","TCF23"
"1778","SLC5A6"
"1779","ATRAID"
"1780","CAD"
"1781","UCN"
"1782","MPV17"
"1783","GTF3C2"
"1784","GTF3C2.AS1"
"1785","AC074117.1"
"1786","EIF2B4"
"1787","SNX17"
"1788","ZNF513"
"1789","PPM1G"
"1790","NRBP1"
"1791","KRTCAP3"
"1792","IFT172"
"1793","ZNF512"
"1794","CCDC121"
"1795","GPN1"
"1796","SUPT7L"
"1797","SLC4A1AP"
"1798","MRPL33"
"1799","RBKS"
"1800","BABAM2"
"1801","AC093690.1"
"1802","FOSL2"
"1803","AC104695.4"
"1804","AC092164.1"
"1805","PPP1CB"
"1806","SPDYA"
"1807","TRMT61B"
"1808","WDR43"
"1809","CLIP4"
"1810","AC016907.2"
"1811","YPEL5"
"1812","LBH"
"1813","LINC01936"
"1814","LCLAT1"
"1815","GALNT14"
"1816","CAPN14"
"1817","EHD3"
"1818","MEMO1"
"1819","DPY30"
"1820","SPAST"
"1821","AL121658.1"
"1822","SLC30A6"
"1823","YIPF4"
"1824","AL133245.1"
"1825","BIRC6"
"1826","AL133243.2"
"1827","AL133243.3"
"1828","TTC27"
"1829","LTBP1"
"1830","RASGRP3"
"1831","FAM98A"
"1832","LINC01320"
"1833","AC008170.1"
"1834","CRIM1"
"1835","FEZ2"
"1836","STRN"
"1837","HEATR5B"
"1838","GPATCH11"
"1839","EIF2AK2"
"1840","CEBPZOS"
"1841","CEBPZ"
"1842","AC007390.2"
"1843","NDUFAF7"
"1844","PRKD3"
"1845","QPCT"
"1846","CDC42EP3"
"1847","RMDN2"
"1848","ATL2"
"1849","AC016995.1"
"1850","HNRNPLL"
"1851","GALM"
"1852","SRSF7"
"1853","GEMIN6"
"1854","DHX57"
"1855","MORN2"
"1856","SOS1"
"1857","SOS1.IT1"
"1858","CDKL4"
"1859","MAP4K3"
"1860","AC007684.2"
"1861","MAP4K3.DT"
"1862","TMEM178A"
"1863","THUMPD2"
"1864","SLC8A1.AS1"
"1865","SLC8A1"
"1866","EML4"
"1867","COX7A2L"
"1868","MTA3"
"1869","HAAO"
"1870","AC010883.3"
"1871","ZFP36L2"
"1872","LINC01126"
"1873","AC010883.1"
"1874","THADA"
"1875","PLEKHH2"
"1876","DYNC2LI1"
"1877","ABCG8"
"1878","LRPPRC"
"1879","AC019129.2"
"1880","PPM1B"
"1881","SLC3A1"
"1882","PREPL"
"1883","CAMKMT"
"1884","LINC01121"
"1885","SRBD1"
"1886","PRKCE"
"1887","EPAS1"
"1888","ATP6V1E2"
"1889","RHOQ"
"1890","AC018682.1"
"1891","PIGF"
"1892","CRIPT"
"1893","LINC01118"
"1894","SOCS5"
"1895","MCFD2"
"1896","TTC7A"
"1897","CALM2"
"1898","EPCAM"
"1899","MSH2"
"1900","KCNK12"
"1901","MSH6"
"1902","FBXO11"
"1903","AC079807.1"
"1904","AC092650.1"
"1905","FOXN2"
"1906","AC093635.1"
"1907","PPP1R21"
"1908","STON1"
"1909","ASB3"
"1910","CHAC2"
"1911","ERLEC1"
"1912","PSME4"
"1913","ACYP2"
"1914","AC008280.3"
"1915","SPTBN1"
"1916","AC093110.1"
"1917","EML6"
"1918","AC104781.2"
"1919","RTN4"
"1920","CLHC1"
"1921","RPS27A"
"1922","MTIF2"
"1923","AC012358.3"
"1924","CCDC88A"
"1925","CFAP36"
"1926","PPP4R3B"
"1927","AC015982.2"
"1928","PNPT1"
"1929","CCDC85A"
"1930","AC132153.1"
"1931","VRK2"
"1932","AC068193.1"
"1933","FANCL"
"1934","AC007250.1"
"1935","AC007381.1"
"1936","BCL11A"
"1937","PAPOLG"
"1938","REL"
"1939","PUS10"
"1940","PEX13"
"1941","KIAA1841"
"1942","AC016747.1"
"1943","C2orf74"
"1944","USP34"
"1945","AC016727.1"
"1946","XPO1"
"1947","AC016727.3"
"1948","FAM161A"
"1949","CCT4"
"1950","COMMD1"
"1951","B3GNT2"
"1952","AC093159.1"
"1953","TMEM17"
"1954","EHBP1"
"1955","AC007098.1"
"1956","WDPCP"
"1957","MDH1"
"1958","UGP2"
"1959","VPS54"
"1960","AC012368.2"
"1961","PELI1"
"1962","AC012368.1"
"1963","LINC00309"
"1964","LGALSL.DT"
"1965","LGALSL"
"1966","AC008074.2"
"1967","AFTPH"
"1968","SERTAD2"
"1969","AC007365.1"
"1970","LINC01800"
"1971","LINC02245"
"1972","SLC1A4"
"1973","LINC02576"
"1974","CEP68"
"1975","RAB1A"
"1976","ACTR2"
"1977","SPRED2"
"1978","AC007389.1"
"1979","AC007389.5"
"1980","ETAA1"
"1981","C1D"
"1982","WDR92"
"1983","PNO1"
"1984","PPP3R1"
"1985","AC017083.2"
"1986","AC017083.1"
"1987","PLEK"
"1988","FBXO48"
"1989","APLF"
"1990","ARHGAP25"
"1991","LINC01888"
"1992","GFPT1"
"1993","NFU1"
"1994","AAK1"
"1995","ANXA4"
"1996","GMCL1"
"1997","SNRNP27"
"1998","MXD1"
"1999","PCBP1.AS1"
"2000","PCBP1"
"2001","LINC01816"
"2002","C2orf42"
"2003","TIA1"
"2004","PCYOX1"
"2005","SNRPG"
"2006","FAM136A"
"2007","ADD2"
"2008","ANKRD53"
"2009","TEX261"
"2010","NAGK"
"2011","AC007881.3"
"2012","MCEE"
"2013","AC007881.4"
"2014","MPHOSPH10"
"2015","PAIP2B"
"2016","ZNF638"
"2017","AC007878.1"
"2018","EXOC6B"
"2019","SPR"
"2020","SFXN5"
"2021","RAB11FIP5"
"2022","AC010913.1"
"2023","SMYD5"
"2024","PRADC1"
"2025","CCT7"
"2026","FBXO41"
"2027","ALMS1"
"2028","ALMS1.IT1"
"2029","AC074008.1"
"2030","TPRKB"
"2031","DUSP11"
"2032","AC073046.4"
"2033","STAMBP"
"2034","DGUOK"
"2035","DGUOK.AS1"
"2036","TET3"
"2037","BOLA3"
"2038","BOLA3.AS1"
"2039","MOB1A"
"2040","AC073263.2"
"2041","MTHFD2"
"2042","SLC4A5"
"2043","DCTN1"
"2044","C2orf81"
"2045","AC005041.4"
"2046","WDR54"
"2047","RTKN"
"2048","INO80B"
"2049","WBP1"
"2050","MOGS"
"2051","AC005041.5"
"2052","MRPL53"
"2053","CCDC142"
"2054","TTC31"
"2055","LBX2"
"2056","LBX2.AS1"
"2057","PCGF1"
"2058","DQX1"
"2059","AUP1"
"2060","HTRA2"
"2061","DOK1"
"2062","SEMA4F"
"2063","HK2"
"2064","POLE4"
"2065","MRPL19"
"2066","GCFC2"
"2067","SUCLG1"
"2068","DNAH6"
"2069","TRABD2A"
"2070","TMSB10"
"2071","AC022210.2"
"2072","KCMF1"
"2073","TCF7L1"
"2074","TGOLN2"
"2075","RETSAT"
"2076","ELMOD3"
"2077","CAPG"
"2078","PARTICL"
"2079","MAT2A"
"2080","GGCX"
"2081","VAMP8"
"2082","VAMP5"
"2083","RNF181"
"2084","TMEM150A"
"2085","USP39"
"2086","C2orf68"
"2087","SFTPB"
"2088","GNLY"
"2089","ST3GAL5"
"2090","AC012511.1"
"2091","POLR1A"
"2092","PTCD3"
"2093","IMMT"
"2094","AC009309.1"
"2095","MRPL35"
"2096","KDM3A"
"2097","CHMP3"
"2098","AC015971.1"
"2099","RNF103"
"2100","RMND5A"
"2101","PLGLB1"
"2102","AC068279.2"
"2103","LINC01943"
"2104","CYTOR"
"2105","AC133644.2"
"2106","PLGLB2"
"2107","RGPD2"
"2108","AC108479.3"
"2109","KRCC1"
"2110","THNSL2"
"2111","EIF2AK3"
"2112","EIF2AK3.DT"
"2113","AC062029.1"
"2114","RPIA"
"2115","TEKT4"
"2116","MAL"
"2117","AC103563.9"
"2118","MRPS5"
"2119","ZNF514"
"2120","ZNF2"
"2121","AC092835.1"
"2122","FAHD2A"
"2123","AC009237.14"
"2124","LINC00342"
"2125","ANKRD36C"
"2126","GPAT2"
"2127","DUSP2"
"2128","STARD7"
"2129","STARD7.AS1"
"2130","TMEM127"
"2131","CIAO1"
"2132","SNRNP200"
"2133","ITPRIPL1"
"2134","NCAPH"
"2135","AC013270.1"
"2136","ARID5A"
"2137","KANSL3"
"2138","LMAN2L"
"2139","CNNM4"
"2140","CNNM3"
"2141","ANKRD23"
"2142","ANKRD39"
"2143","SEMA4C"
"2144","FAHD2B"
"2145","ANKRD36"
"2146","AC159540.2"
"2147","AC092683.1"
"2148","ANKRD36B"
"2149","COX5B"
"2150","ACTR1B"
"2151","C2orf92"
"2152","ZAP70"
"2153","TMEM131"
"2154","INPP4A"
"2155","COA5"
"2156","UNC50"
"2157","MGAT4A"
"2158","LINC02611"
"2159","TSGA10"
"2160","C2orf15"
"2161","AC079447.1"
"2162","LIPT1"
"2163","MITD1"
"2164","MRPL30"
"2165","LYG2"
"2166","LYG1"
"2167","TXNDC9"
"2168","EIF5B"
"2169","REV1"
"2170","AC018690.1"
"2171","AFF3"
"2172","LINC01104"
"2173","CHST10"
"2174","PDCL3"
"2175","RPL31"
"2176","TBC1D8"
"2177","CNOT11"
"2178","RNF149"
"2179","CREG2"
"2180","MAP4K4"
"2181","IL18R1"
"2182","MFSD9"
"2183","TMEM182"
"2184","LINC01102"
"2185","MRPS9"
"2186","TGFBRAP1"
"2187","AC012360.3"
"2188","C2orf49"
"2189","FHL2"
"2190","NCK2"
"2191","AC010978.1"
"2192","UXS1"
"2193","RGPD4.AS1"
"2194","SULT1C2"
"2195","GCC2"
"2196","GCC2.AS1"
"2197","LIMS1"
"2198","RANBP2"
"2199","CCDC138"
"2200","SH3RF3.AS1"
"2201","SH3RF3"
"2202","SEPTIN10"
"2203","SOWAHC"
"2204","RGPD5"
"2205","MALL"
"2206","NPHP1"
"2207","MTLN"
"2208","BUB1"
"2209","ACOXL"
"2210","MIR4435.2HG"
"2211","ACOXL.AS1"
"2212","BCL2L11"
"2213","AC108463.3"
"2214","AC068491.3"
"2215","AC017002.3"
"2216","ANAPC1"
"2217","MERTK"
"2218","TMEM87B"
"2219","ZC3H8"
"2220","AC092645.2"
"2221","ZC3H6"
"2222","TTL"
"2223","POLR1B"
"2224","CHCHD5"
"2225","AC079922.2"
"2226","SLC20A1"
"2227","CKAP2L"
"2228","PSD4"
"2229","AC016683.1"
"2230","PAX8.AS1"
"2231","PAX8"
"2232","AC016745.1"
"2233","AC016745.2"
"2234","CBWD2"
"2235","RABL2A"
"2236","SLC35F5"
"2237","AC104653.1"
"2238","AC110769.2"
"2239","ACTR3"
"2240","LINC01191"
"2241","DDX18"
"2242","AC009404.1"
"2243","CCDC93"
"2244","INSIG2"
"2245","THORLNC"
"2246","STEAP3"
"2247","C2orf76"
"2248","DBI"
"2249","TMEM37"
"2250","CFAP221"
"2251","TMEM177"
"2252","PTPN4"
"2253","EPB41L5"
"2254","TMEM185B"
"2255","RALB"
"2256","CLASP1"
"2257","AC012447.1"
"2258","NIFK.AS1"
"2259","NIFK"
"2260","TSN"
"2261","GYPC"
"2262","BIN1"
"2263","CYP27C1"
"2264","ERCC3"
"2265","AC068282.1"
"2266","MAP3K2"
"2267","MAP3K2.DT"
"2268","AC068282.2"
"2269","IWS1"
"2270","LIMS2"
"2271","WDR33"
"2272","SFT2D3"
"2273","POLR2D"
"2274","AMMECR1L"
"2275","AC012306.2"
"2276","AC012306.3"
"2277","SAP130"
"2278","UGGT1"
"2279","HS6ST1"
"2280","SMPD4"
"2281","MZT2B"
"2282","CCDC115"
"2283","IMP4"
"2284","PTPN18"
"2285","ARHGEF4"
"2286","FAM168B"
"2287","PLEKHB2"
"2288","POTEE"
"2289","MZT2A"
"2290","C2orf27A"
"2291","AJ239322.1"
"2292","NCKAP5"
"2293","MGAT5"
"2294","TMEM163"
"2295","AC110620.2"
"2296","CCNT2.AS1"
"2297","CCNT2"
"2298","MAP3K19"
"2299","RAB3GAP1"
"2300","ZRANB3"
"2301","R3HDM1"
"2302","UBXN4"
"2303","MCM6"
"2304","DARS"
"2305","DARS.AS1"
"2306","CXCR4"
"2307","AC114763.1"
"2308","SPOPL"
"2309","AC092620.1"
"2310","KYNU"
"2311","ARHGAP15"
"2312","AC092652.3"
"2313","GTDC1"
"2314","ZEB2"
"2315","ACVR2A"
"2316","ORC4"
"2317","MBD5"
"2318","EPC2"
"2319","KIF5C"
"2320","LYPD6B"
"2321","MMADHC"
"2322","AC007364.1"
"2323","RBM43"
"2324","NMI"
"2325","RIF1"
"2326","NEB"
"2327","ARL5A"
"2328","AC097448.1"
"2329","CACNB4"
"2330","STAM2"
"2331","FMNL2"
"2332","AC012443.2"
"2333","PRPF40A"
"2334","ARL6IP6"
"2335","KCNJ3"
"2336","AC073225.1"
"2337","NR4A2"
"2338","GPD2"
"2339","GALNT5"
"2340","ERMN"
"2341","CYTIP"
"2342","ACVR1C"
"2343","ACVR1"
"2344","AC013731.1"
"2345","AC091488.1"
"2346","CCDC148"
"2347","PKP4"
"2348","DAPL1"
"2349","TANC1"
"2350","WDSUB1"
"2351","BAZ2B"
"2352","AC009506.1"
"2353","AC009961.1"
"2354","MARCH7"
"2355","CD302"
"2356","LY75"
"2357","PLA2R1"
"2358","ITGB6"
"2359","RBMS1"
"2360","TANK"
"2361","AC009299.3"
"2362","LINC01806"
"2363","PSMD14"
"2364","IFIH1"
"2365","GCA"
"2366","COBLL1"
"2367","AC019197.1"
"2368","SCN3A"
"2369","SCN2A"
"2370","GALNT3"
"2371","AC009495.3"
"2372","TTC21B"
"2373","SCN1A.AS1"
"2374","SCN1A"
"2375","SCN9A"
"2376","STK39"
"2377","CERS6"
"2378","CERS6.AS1"
"2379","NOSTRIN"
"2380","SPC25"
"2381","ABCB11"
"2382","DHRS9"
"2383","BBS5"
"2384","FASTKD1"
"2385","PPIG"
"2386","PHOSPHO2"
"2387","KLHL23"
"2388","SSB"
"2389","METTL5"
"2390","UBR3"
"2391","MYO3B"
"2392","MYO3B.AS1"
"2393","AC007405.3"
"2394","GORASP2"
"2395","TLK1"
"2396","METTL8"
"2397","DCAF17"
"2398","CYBRD1"
"2399","DYNC1I2"
"2400","SLC25A12"
"2401","HAT1"
"2402","METAP1D"
"2403","ITGA6"
"2404","AC078883.2"
"2405","ITGA6.AS1"
"2406","AC078883.1"
"2407","PDK1"
"2408","RAPGEF4"
"2409","MAP3K20"
"2410","MAP3K20.AS1"
"2411","CDCA7"
"2412","SP3"
"2413","OLA1"
"2414","CIR1"
"2415","SCRN3"
"2416","GPR155"
"2417","AC010894.2"
"2418","WIPF1"
"2419","CHRNA1"
"2420","CHN1"
"2421","ATF2"
"2422","ATP5MC3"
"2423","LNPK"
"2424","MTX2"
"2425","LINC01116"
"2426","AC092162.2"
"2427","AC079305.3"
"2428","HNRNPA3"
"2429","NFE2L2"
"2430","AC079305.1"
"2431","AC019080.1"
"2432","AGPS"
"2433","TTC30B"
"2434","TTC30A"
"2435","PDE11A"
"2436","RBM45"
"2437","CHROMR"
"2438","PRKRA"
"2439","PJVK"
"2440","FKBP7"
"2441","PLEKHA3"
"2442","TTN.AS1"
"2443","TTN"
"2444","AC009948.2"
"2445","AC010680.3"
"2446","AC010680.2"
"2447","AC010680.4"
"2448","CCDC141"
"2449","SESTD1"
"2450","ZNF385B"
"2451","CWC22"
"2452","UBE2E3"
"2453","LINC01934"
"2454","ITGA4"
"2455","CERKL"
"2456","NEUROD1"
"2457","AC009962.1"
"2458","ITPRID2"
"2459","DNAJC10"
"2460","FRZB"
"2461","NCKAP1"
"2462","DUSP19"
"2463","NUP35"
"2464","AC021851.1"
"2465","AC021851.2"
"2466","AC093639.3"
"2467","AC096667.1"
"2468","ZNF804A"
"2469","AC009315.1"
"2470","FSIP2.AS1"
"2471","FSIP2"
"2472","AC097500.1"
"2473","LINC01473"
"2474","AC017071.1"
"2475","ZC3H15"
"2476","ITGAV"
"2477","CALCRL"
"2478","COL5A2"
"2479","WDR75"
"2480","SLC40A1"
"2481","ASNSD1"
"2482","ASDURF"
"2483","ANKAR"
"2484","OSGEPL1"
"2485","OSGEPL1.AS1"
"2486","ORMDL1"
"2487","PMS1"
"2488","C2orf88"
"2489","HIBCH"
"2490","INPP1"
"2491","MFSD6"
"2492","AC093388.1"
"2493","NEMP2"
"2494","AC108047.1"
"2495","AC006460.2"
"2496","NAB1"
"2497","AC005540.1"
"2498","GLS"
"2499","STAT1"
"2500","STAT4"
"2501","MYO1B"
"2502","NABP1"
"2503","SLC39A10"
"2504","DNAH7"
"2505","STK17B"
"2506","AC114760.2"
"2507","HECW2"
"2508","CCDC150"
"2509","GTF3C3"
"2510","PGAP1"
"2511","ANKRD44"
"2512","AC013264.1"
"2513","ANKRD44.IT1"
"2514","SF3B1"
"2515","COQ10B"
"2516","HSPD1"
"2517","HSPE1"
"2518","MOB4"
"2519","AC011997.1"
"2520","MARS2"
"2521","PLCL1"
"2522","SATB2"
"2523","FTCDNL1"
"2524","AC097717.1"
"2525","C2orf69"
"2526","TYW5"
"2527","MAIP1"
"2528","SPATS2L"
"2529","KCTD18"
"2530","SGO2"
"2531","BZW1"
"2532","CLK1"
"2533","PPIL3"
"2534","NIF3L1"
"2535","ORC2"
"2536","AC005037.1"
"2537","FAM126B"
"2538","NDUFB3"
"2539","AC007272.1"
"2540","CFLAR"
"2541","CFLAR.AS1"
"2542","CASP10"
"2543","CASP8"
"2544","TRAK2"
"2545","STRADB"
"2546","TMEM237"
"2547","ALS2"
"2548","FZD7"
"2549","SUMO1"
"2550","NOP58"
"2551","AC064836.4"
"2552","AC064836.3"
"2553","BMPR2"
"2554","FAM117B"
"2555","ICA1L"
"2556","WDR12"
"2557","CARF"
"2558","NBEAL1"
"2559","CYP20A1"
"2560","ABI2"
"2561","RAPH1"
"2562","CD28"
"2563","CTLA4"
"2564","INO80D"
"2565","AC007383.2"
"2566","NDUFS1"
"2567","AC007383.3"
"2568","EEF1B2"
"2569","ZDBF2"
"2570","FASTKD2"
"2571","AC008269.1"
"2572","KLF7"
"2573","KLF7.IT1"
"2574","AC007879.3"
